Plaus_1; Plaus_2; Plaus_3; Belief_1; Belief_2; Belief_3
0.999995; 0.999996; 0.999989; 1; 1.00001; 1; 
0.999995; 0.999997; 0.999992; 1; 1.00001; 0.999999; 
0.999994; 0.999998; 0.999995; 1; 1.00001; 0.999999; 
0.999994; 1; 0.999999; 1; 1.00001; 0.999998; 
0.999994; 1; 1; 1; 1.00001; 0.999997; 
0.999994; 1; 1; 1; 1.00001; 0.999997; 
0.999994; 1; 1.00001; 1; 1.00001; 0.999996; 
0.999994; 1; 1.00001; 1; 1; 0.999996; 
0.999994; 1; 1.00001; 1; 1; 0.999996; 
0.999994; 1.00001; 1.00001; 1; 1; 0.999996; 
0.999995; 1.00001; 1.00002; 1; 1; 0.999995; 
0.999995; 1.00001; 1.00002; 1; 1; 0.999995; 
0.999995; 1.00001; 1.00002; 1; 0.999999; 0.999995; 
0.999995; 1.00001; 1.00002; 1; 0.999998; 0.999995; 
0.999996; 1.00001; 1.00002; 1; 0.999997; 0.999995; 
0.999996; 1.00001; 1.00002; 1; 0.999996; 0.999995; 
0.999997; 1.00001; 1.00002; 1; 0.999996; 0.999995; 
0.999997; 1.00001; 1.00002; 1; 0.999995; 0.999995; 
0.999998; 1.00001; 1.00002; 1; 0.999994; 0.999995; 
0.999998; 1.00001; 1.00002; 1; 0.999994; 0.999995; 
0.999998; 1; 1.00002; 1; 0.999994; 0.999996; 
0.999999; 1; 1.00002; 1; 0.999993; 0.999996; 
0.999999; 1; 1.00001; 1; 0.999993; 0.999996; 
0.999999; 1; 1.00001; 1; 0.999993; 0.999996; 
1; 1; 1.00001; 1; 0.999993; 0.999997; 
1; 1; 1.00001; 1; 0.999993; 0.999997; 
1; 1; 1.00001; 1; 0.999993; 0.999997; 
1; 1; 1.00001; 1; 0.999993; 0.999998; 
1; 1; 1.00001; 1; 0.999993; 0.999998; 
1; 0.999999; 1; 1; 0.999994; 0.999998; 
1; 0.999999; 1; 1; 0.999994; 0.999999; 
1; 0.999998; 1; 1; 0.999994; 0.999999; 
1; 0.999998; 0.999999; 1; 0.999995; 0.999999; 
1; 0.999997; 0.999998; 1; 0.999995; 1; 
1; 0.999997; 0.999996; 1; 0.999995; 1; 
1; 0.999997; 0.999995; 1; 0.999996; 1; 
1; 0.999997; 0.999994; 1; 0.999996; 1; 
1; 0.999997; 0.999993; 1; 0.999997; 1; 
1; 0.999997; 0.999992; 1; 0.999998; 1; 
1; 0.999997; 0.999991; 1; 0.999998; 1; 
1; 0.999997; 0.99999; 1; 0.999999; 1; 
1; 0.999997; 0.99999; 1; 0.999999; 1; 
1; 0.999997; 0.999989; 1; 1; 1; 
1; 0.999997; 0.999989; 1; 1; 1; 
1; 0.999997; 0.999989; 1; 1; 1; 
1; 0.999998; 0.999989; 1; 1; 1; 
0.999999; 0.999998; 0.999989; 1; 1; 1; 
0.999999; 0.999998; 0.99999; 1; 1; 1; 
0.999999; 0.999999; 0.99999; 1; 1; 1; 
0.999999; 0.999999; 0.99999; 1; 1; 1; 
0.999999; 0.999999; 0.999991; 1; 1; 1; 
0.999999; 1; 0.999992; 1; 1; 1; 
0.999999; 1; 0.999992; 1; 1; 1; 
0.999999; 1; 0.999993; 1; 1; 1; 
0.999999; 1; 0.999994; 1; 1; 1; 
0.999999; 1; 0.999995; 1; 1; 1; 
0.999999; 1; 0.999996; 1; 1; 1; 
0.999999; 1; 0.999997; 1; 1; 1; 
0.999999; 1; 0.999998; 1; 1; 1; 
0.999999; 1; 0.999999; 1; 1; 1; 
0.999999; 1; 0.999999; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
0.999999; 1; 1; 1; 1; 1; 
1; 1; 1.00001; 1; 1; 1; 
1; 1; 1.00001; 1; 1; 1; 
1; 1; 1.00001; 1; 1; 1; 
1; 1; 1.00001; 1; 1; 1; 
1; 1; 1.00001; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 1; 1; 0.999999; 1; 
1; 0.999999; 0.999999; 1; 0.999999; 1; 
1; 0.999999; 0.999999; 1; 0.999999; 1; 
1; 0.999999; 0.999999; 1; 0.999999; 1; 
1; 0.999999; 0.999998; 1; 0.999999; 1; 
1; 0.999999; 0.999998; 1; 0.999999; 1; 
1; 1; 0.999998; 1; 0.999999; 1; 
1; 1; 0.999998; 1; 0.999999; 1; 
1; 1; 0.999998; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 0.999999; 1; 
1; 1; 0.999997; 1; 1; 1; 
1; 1; 0.999997; 1; 1; 1; 
1; 1; 0.999997; 1; 1; 1; 
1; 1; 0.999997; 1; 1; 1; 
1; 1; 0.999998; 1; 1; 1; 
1; 1; 0.999998; 1; 1; 1; 
1; 1; 0.999998; 1; 1; 1; 
1; 1; 0.999998; 1; 1; 1; 
1; 1; 0.999998; 1; 1; 1; 
1; 1; 0.999999; 1; 1; 1; 
1; 1; 0.999999; 1; 1; 1; 
1; 1; 0.999999; 1; 1; 1; 
1; 1; 0.999999; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
1; 1; 1; 1; 1; 1; 
